,id,host_is_superhost,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,bedrooms,beds,price,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,bathrooms
8758,28778856,0,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,49.0,180,0,6,0.0,1.0
8759,28779315,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,100.0,0,3,1,0.1,1.0
8760,28780667,0,1,Puerta del Angel,Latina,Private room in apartment,Private room,1.0,1.0,168.0,134,0,6,0.0,1.0
8761,28781028,0,1,Puerta del Angel,Latina,Private room in apartment,Private room,1.0,1.0,42.0,133,0,6,0.0,1.0
8763,28793977,0,1,San Juan Bautista,Ciudad Lineal,Entire loft,Entire home/apt,1.0,2.0,99.0,353,12,1,0.39,1.0
8765,28801526,0,1,Recoletos,Salamanca,Entire apartment,Entire home/apt,2.0,2.0,130.0,0,34,15,1.11,2.0
8766,28802147,0,0,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,59.0,239,23,1,0.78,1.0
8767,28802938,0,1,Recoletos,Salamanca,Entire loft,Entire home/apt,1.0,1.0,86.0,71,51,1,1.64,1.0
8770,28810699,1,1,Chopera,Arganzuela,Entire apartment,Entire home/apt,3.0,5.0,126.0,24,55,1,1.79,1.0
8771,28821665,1,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,38.0,229,38,1,1.27,1.0
8772,28823925,0,0,Ciudad Universitaria,Moncloa - Aravaca,Private room in condominium,Private room,1.0,1.0,21.0,1,5,2,0.16,1.0
8773,28824832,0,0,Peñagrande,Fuencarral - El Pardo,Private room in apartment,Private room,1.0,1.0,16.0,179,5,2,0.19,1.5
8775,28832793,0,1,Aravaca,Moncloa - Aravaca,Entire apartment,Entire home/apt,4.0,5.0,151.0,150,32,1,1.06,3.0
8776,28851510,0,1,Universidad,Centro,Room in boutique hotel,Hotel room,1.0,1.0,104.0,365,2,5,0.61,1.0
8777,28854052,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,48.0,99,27,14,0.88,1.0
8778,28855477,0,1,Universidad,Centro,Room in boutique hotel,Hotel room,1.0,1.0,172.0,365,0,5,0.0,1.0
8779,28855964,0,1,Universidad,Centro,Room in boutique hotel,Hotel room,1.0,1.0,70.0,365,0,5,0.0,1.0
8780,28861048,0,1,Arcos,San Blas - Canillejas,Private room in apartment,Private room,1.0,2.0,36.0,90,7,2,0.38,1.0
8781,28866819,0,0,Justicia,Centro,Private room in apartment,Private room,1.0,2.0,51.0,0,22,11,0.75,1.0
8782,28867452,0,1,Ventas,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,26.0,59,78,3,2.56,1.0
8783,28869035,0,1,Arapiles,Chamberí,Entire apartment,Entire home/apt,2.0,2.0,57.0,0,17,1,0.55,1.0
8784,28874140,0,1,Castillejos,Tetuán,Entire apartment,Entire home/apt,1.0,2.0,150.0,0,12,1,0.39,1.0
8785,28879558,0,0,Argüelles,Moncloa - Aravaca,Private room in apartment,Private room,1.0,1.0,21.0,0,10,1,0.32,1.0
8786,28879759,0,1,Universidad,Centro,Room in boutique hotel,Hotel room,1.0,1.0,65.0,350,0,5,0.0,1.0
8787,28879760,0,0,Cortes,Centro,Private room in apartment,Private room,1.0,1.0,31.0,0,18,1,0.59,1.0
8788,28880280,1,1,Simancas,San Blas - Canillejas,Entire loft,Entire home/apt,1.0,1.0,82.0,0,37,2,1.22,1.5
8790,28885050,0,1,Universidad,Centro,Room in boutique hotel,Hotel room,1.0,1.0,148.0,0,1,5,0.31,1.0
8791,28889883,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,3.0,59.0,337,169,6,5.52,1.0
8792,28890037,0,0,Castillejos,Tetuán,Entire apartment,Entire home/apt,1.0,1.0,39.0,0,23,1,0.75,1.0
8793,28890582,0,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,1.0,3.0,60.0,341,195,6,6.34,1.0
8794,28891626,0,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,1.0,4.0,60.0,311,200,6,6.51,1.0
8795,28891765,0,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,1.0,4.0,39.0,345,194,6,6.35,1.0
8796,28891855,0,1,Atocha,Arganzuela,Entire apartment,Entire home/apt,1.0,3.0,39.0,321,193,6,6.29,1.0
8797,28892011,0,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,1.0,3.0,35.0,1,168,6,5.45,1.0
8798,28904225,0,0,Media Legua,Moratalaz,Private room in apartment,Private room,1.0,1.0,55.0,74,6,3,0.2,1.0
8799,28904435,0,1,Los Rosales,Villaverde,Private room in apartment,Private room,1.0,1.0,140.0,358,0,2,0.0,1.0
8800,28904705,0,1,Cortes,Centro,Private room in apartment,Private room,1.0,2.0,29.0,363,8,22,0.31,1.0
8801,28910849,1,1,Justicia,Centro,Private room in bed and breakfast,Private room,1.0,1.0,28.0,85,128,3,4.47,1.0
8802,28912074,1,1,Puerta del Angel,Latina,Private room in house,Private room,1.0,1.0,41.0,0,170,1,5.51,1.0
8803,28912936,0,0,Justicia,Centro,Private room in apartment,Private room,1.0,2.0,51.0,102,41,11,1.4,1.0
8805,28915349,0,0,Justicia,Centro,Private room in apartment,Private room,1.0,3.0,46.0,102,24,11,0.82,2.0
8806,28923267,1,1,Pinar del Rey,Hortaleza,Private room in house,Private room,2.0,2.0,30.0,365,3,2,0.12,2.0
8807,28926877,0,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,70.0,0,0,2,0.0,1.0
8809,28930027,0,0,Goya,Salamanca,Entire apartment,Entire home/apt,1.0,1.0,103.0,0,5,1,0.17,1.0
8810,28931449,0,1,Hispanoamérica,Chamartín,Entire apartment,Entire home/apt,1.0,2.0,69.0,159,28,1,1.08,1.0
8811,28935790,0,0,Justicia,Centro,Private room in apartment,Private room,1.0,2.0,46.0,102,25,11,0.87,2.0
8812,28936623,0,0,Justicia,Centro,Private room in apartment,Private room,1.0,2.0,46.0,102,13,11,0.42,2.0
8813,28936982,0,0,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,90.0,338,5,2,0.2,1.0
8814,28937417,0,0,Chopera,Arganzuela,Entire apartment,Entire home/apt,3.0,4.0,114.0,0,5,1,0.17,1.0
8815,28937774,0,0,Gaztambide,Chamberí,Entire apartment,Entire home/apt,1.0,0.0,88.0,1,8,1,0.27,1.0
8816,28938326,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,68.0,327,7,1,0.31,1.0
8817,28938403,0,1,Opañel,Carabanchel,Private room in apartment,Private room,1.0,1.0,22.0,0,7,1,0.24,1.0
8818,28945675,0,1,Acacias,Arganzuela,Private room in condominium,Private room,1.0,1.0,26.0,88,1,1,0.03,1.5
8819,28946258,0,0,Los Rosales,Villaverde,Private room in apartment,Private room,1.0,2.0,16.0,180,49,1,1.59,1.0
8820,28947319,1,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,2.0,4.0,79.0,72,67,2,2.19,1.0
8821,28947698,0,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,30.0,364,50,1,1.63,1.0
8822,28950124,0,0,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,82.0,0,0,1,0.0,1.0
8823,28951243,0,0,Costillares,Ciudad Lineal,Entire apartment,Entire home/apt,1.0,1.0,54.0,0,9,1,0.29,1.0
8824,28951585,0,1,San Diego,Puente de Vallecas,Entire apartment,Entire home/apt,3.0,5.0,123.0,352,31,40,1.01,2.0
8825,28951587,0,1,San Diego,Puente de Vallecas,Entire apartment,Entire home/apt,3.0,5.0,105.0,365,51,40,1.66,2.0
8826,28952927,1,1,Bellas Vistas,Tetuán,Entire apartment,Entire home/apt,1.0,1.0,50.0,265,36,7,1.17,1.0
8827,28953654,0,0,Embajadores,Centro,Private room in house,Private room,1.0,1.0,18.0,150,128,3,4.17,1.0
8828,28953893,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,1.0,35.0,358,63,3,2.1,1.0
8829,28954434,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,60.0,74,44,2,1.43,1.0
8830,28958005,0,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,49.0,88,3,2,0.16,1.0
8831,28959560,0,1,San Fermín,Usera,Private room in apartment,Private room,1.0,1.0,39.0,89,36,1,1.17,1.0
8832,28959948,0,1,Rios Rosas,Chamberí,Entire apartment,Entire home/apt,2.0,3.0,64.0,349,122,4,3.95,1.0
8833,28961403,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,6.0,86.0,362,45,7,1.47,2.0
8834,28969433,0,1,Rosas,San Blas - Canillejas,Private room in bed and breakfast,Private room,1.0,1.0,27.0,88,2,2,0.07,1.0
8835,28973693,0,1,Los Rosales,Villaverde,Shared room in apartment,Shared room,1.0,2.0,9.0,0,5,1,0.16,1.0
8836,28973807,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,50.0,132,7,2,0.23,1.0
8837,28977356,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,57.0,233,13,8,0.44,1.0
8838,28980713,1,0,Opañel,Carabanchel,Private room in apartment,Private room,1.0,1.0,24.0,91,27,2,0.94,1.0
8839,28980992,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,64.0,281,80,7,2.6,1.0
8840,28981350,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,44.0,73,67,2,2.17,1.0
8841,28982981,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,75.0,0,56,1,1.82,2.0
8842,28984694,0,1,Mirasierra,Fuencarral - El Pardo,Entire condominium,Entire home/apt,3.0,3.0,100.0,326,0,3,0.0,1.0
8843,28987676,0,0,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,20.0,1,8,3,0.35,1.0
8844,28994776,0,0,Almagro,Chamberí,Private room in apartment,Private room,1.0,1.0,38.0,0,0,1,0.0,1.0
8845,28997668,0,1,Universidad,Centro,Private room in house,Private room,1.0,1.0,36.0,0,153,20,5.12,1.0
8846,28997832,0,1,Nueva España,Chamartín,Entire apartment,Entire home/apt,1.0,2.0,100.0,180,3,1,0.1,1.0
8847,29004899,0,1,Prosperidad,Chamartín,Entire apartment,Entire home/apt,1.0,1.0,39.0,304,61,1,2.01,1.0
8848,29008799,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,76.0,128,91,7,2.97,1.0
8849,29010745,1,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,38.0,44,45,5,1.51,2.0
8850,29011131,0,1,Guindalera,Salamanca,Entire apartment,Entire home/apt,1.0,1.0,60.0,0,3,1,0.1,1.0
8851,29011203,0,0,Aguilas,Latina,Private room in apartment,Private room,1.0,1.0,30.0,365,6,1,0.19,1.0
8852,29011786,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,4.0,62.0,94,55,17,1.79,2.0
8853,29017787,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,28.0,288,1,2,0.22,1.5
8854,29021935,0,0,San Diego,Puente de Vallecas,Private room in tiny house,Private room,1.0,1.0,22.0,90,75,1,2.45,1.0
8856,29023627,0,1,Quintana,Ciudad Lineal,Entire condominium,Entire home/apt,2.0,2.0,55.0,1,142,1,4.65,2.0
8857,29025037,0,1,Ventas,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,24.0,54,60,3,1.97,1.0
8858,29025936,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,3.0,105.0,0,122,1,4.05,1.0
8859,29028617,0,0,Justicia,Centro,Entire apartment,Entire home/apt,2.0,2.0,200.0,0,1,2,0.03,1.0
8860,29028759,0,0,Acacias,Arganzuela,Private room in apartment,Private room,1.0,1.0,35.0,0,9,2,0.3,1.0
8861,29045022,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,54.0,134,50,1,1.65,1.0
8862,29045602,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,130.0,0,16,1,0.54,1.0
8863,29047105,1,1,Bellas Vistas,Tetuán,Private room in tiny house,Private room,1.0,1.0,49.0,247,6,7,0.2,1.0
8864,29049646,0,0,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,65.0,0,4,2,0.13,1.0
8866,29054264,1,1,Universidad,Centro,Private room in apartment,Private room,1.0,2.0,35.0,80,0,2,0.0,1.0
8867,29055377,0,0,Justicia,Centro,Private room in apartment,Private room,1.0,1.0,56.0,0,1,1,0.03,1.5
8868,29056170,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,55.0,104,98,5,3.2,1.0
8869,29057001,0,0,Fuente del Berro,Salamanca,Entire apartment,Entire home/apt,1.0,1.0,60.0,212,2,1,0.07,1.0
8870,29059024,0,0,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,69.0,365,1,3,0.04,1.0
8871,29069146,1,1,Bellas Vistas,Tetuán,Entire apartment,Entire home/apt,1.0,1.0,58.0,224,47,7,1.53,1.0
8872,29069877,1,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,25.0,161,96,1,3.23,1.0
8873,29070421,1,1,Aravaca,Moncloa - Aravaca,Private room in townhouse,Private room,1.0,1.0,40.0,228,34,7,1.11,1.0
8874,29074426,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,64.0,365,2,2,0.07,1.0
8875,29075023,1,1,Aravaca,Moncloa - Aravaca,Private room in townhouse,Private room,1.0,2.0,45.0,227,7,7,0.23,1.0
8877,29075998,1,0,Pilar,Fuencarral - El Pardo,Private room in apartment,Private room,1.0,1.0,29.0,0,31,1,1.02,1.0
8878,29079026,0,1,Sol,Centro,Private room in house,Private room,1.0,1.0,22.0,0,1,1,0.03,1.0
8879,29079972,0,1,Fontarrón,Moratalaz,Private room in apartment,Private room,1.0,1.0,16.0,0,0,1,0.0,1.5
8880,29088926,1,1,Justicia,Centro,Entire apartment,Entire home/apt,3.0,5.0,163.0,337,129,3,4.22,2.0
8881,29089129,1,1,Hispanoamérica,Chamartín,Private room in house,Private room,1.0,1.0,27.0,17,67,1,2.19,1.0
8882,29098530,1,1,Universidad,Centro,Entire loft,Entire home/apt,1.0,1.0,100.0,180,47,2,1.54,1.0
8883,29102324,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,89.0,0,1,1,0.03,1.0
8884,29113938,1,1,Universidad,Centro,Private room in loft,Private room,1.0,1.0,30.0,90,22,2,0.72,1.0
8885,29116796,0,0,Palacio,Centro,Entire apartment,Entire home/apt,2.0,2.0,100.0,365,1,3,0.03,2.0
8886,29117007,0,0,Ventas,Ciudad Lineal,Private room in loft,Private room,2.0,3.0,9.0,0,1,1,0.06,1.0
8887,29118129,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,70.0,0,2,1,0.07,1.0
8889,29122266,0,0,Universidad,Centro,Entire apartment,Entire home/apt,2.0,3.0,78.0,365,9,1,0.31,2.0
8890,29123141,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,58.0,1,39,1,1.33,1.0
8891,29128161,1,1,Bellas Vistas,Tetuán,Entire apartment,Entire home/apt,3.0,4.0,119.0,0,107,1,3.52,1.0
8892,29130777,0,0,Almendrales,Usera,Private room in loft,Private room,2.0,3.0,25.0,365,32,1,1.09,1.5
8893,29140516,1,1,Bellas Vistas,Tetuán,Private room in apartment,Private room,1.0,3.0,55.0,364,0,2,0.0,1.0
8894,29142597,0,0,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,96.0,0,0,1,0.0,1.0
8895,29143815,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,57.0,75,23,15,0.75,1.0
8896,29149003,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,51.0,114,4,11,0.18,1.0
8897,29149948,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,52.0,121,89,1,2.95,1.0
8898,29151044,0,0,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,36.0,0,1,3,0.03,1.0
8899,29171201,0,1,Castillejos,Tetuán,Entire apartment,Entire home/apt,2.0,2.0,95.0,179,1,1,0.03,2.0
8900,29171535,1,1,Justicia,Centro,Private room in apartment,Private room,1.0,1.0,97.0,365,14,4,0.46,1.0
8901,29172026,1,1,Justicia,Centro,Private room in apartment,Private room,1.0,1.0,89.0,365,12,4,0.39,1.0
8903,29173541,0,0,Trafalgar,Chamberí,Private room in apartment,Private room,1.0,2.0,40.0,90,1,1,0.05,1.0
8905,29178772,1,1,Justicia,Centro,Private room in apartment,Private room,1.0,1.0,88.0,365,12,4,0.39,1.0
8906,29180808,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,2.0,146.0,61,0,2,0.0,2.0
8907,29183784,1,1,Vallehermoso,Chamberí,Entire loft,Entire home/apt,1.0,2.0,52.0,25,78,1,2.68,1.0
8908,29183803,0,1,Rios Rosas,Chamberí,Private room in apartment,Private room,1.0,1.0,30.0,1,52,1,1.72,1.5
8909,29184798,1,1,Concepción,Ciudad Lineal,Entire apartment,Entire home/apt,2.0,4.0,66.0,0,51,6,1.71,1.0
8912,29207481,0,1,Sol,Centro,Private room in guesthouse,Private room,1.0,1.0,46.0,0,31,5,1.03,1.0
8913,29210809,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,147.0,364,15,62,0.5,1.0
8914,29213222,0,1,Rejas,San Blas - Canillejas,Entire apartment,Entire home/apt,1.0,1.0,60.0,90,7,3,0.24,1.0
8915,29214542,0,1,Sol,Centro,Room in boutique hotel,Hotel room,1.0,1.0,49.0,0,26,7,0.92,1.0
8917,29232685,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,45.0,0,9,1,0.3,2.0
8918,29233006,1,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,107.0,0,30,1,1.55,1.0
8919,29244773,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,4.0,99.0,148,49,3,1.64,2.0
8920,29249494,0,0,Vista Alegre,Carabanchel,Entire apartment,Entire home/apt,1.0,2.0,40.0,1,13,2,0.45,1.0
8921,29254249,1,1,Quintana,Ciudad Lineal,Entire apartment,Entire home/apt,4.0,7.0,118.0,103,39,11,1.36,2.0
8922,29255816,0,1,Trafalgar,Chamberí,Private room in apartment,Private room,1.0,1.0,34.0,0,57,2,1.89,1.0
8923,29259544,0,1,Numancia,Puente de Vallecas,Entire apartment,Entire home/apt,1.0,2.0,47.0,352,60,2,2.03,1.0
8925,29271922,1,0,Bellas Vistas,Tetuán,Entire apartment,Entire home/apt,3.0,4.0,79.0,0,13,3,0.44,2.0
8926,29276590,0,1,San Diego,Puente de Vallecas,Private room in apartment,Private room,1.0,1.0,25.0,0,52,1,1.71,1.0
8927,29276955,1,1,Adelfas,Retiro,Private room in apartment,Private room,1.0,2.0,27.0,63,83,1,2.78,1.0
8929,29293910,0,0,Imperial,Arganzuela,Private room in casa particular,Private room,1.0,1.0,55.0,0,9,2,0.38,1.0
8930,29298179,0,0,Prosperidad,Chamartín,Entire apartment,Entire home/apt,1.0,2.0,65.0,0,10,1,0.33,1.0
8931,29299683,1,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,21.0,0,85,2,2.83,1.0
8932,29302584,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,3.0,86.0,0,1,5,0.03,1.0
8933,29304748,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,75.0,0,23,1,0.76,1.0
8934,29306746,0,0,Goya,Salamanca,Entire apartment,Entire home/apt,2.0,2.0,81.0,0,36,1,1.18,1.0
8935,29306898,0,1,San Juan Bautista,Ciudad Lineal,Entire apartment,Entire home/apt,3.0,3.0,102.0,155,53,2,1.75,2.0
8936,29306921,1,0,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,46.0,33,24,1,0.8,1.0
8938,29321210,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,62.0,355,55,7,1.89,1.0
8940,29326672,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,3.0,158.0,147,31,7,1.03,1.5
8941,29329493,0,1,Almenara,Tetuán,Entire apartment,Entire home/apt,1.0,1.0,28.0,57,86,1,2.86,1.0
8942,29330760,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,2.0,115.0,364,66,1,2.2,1.0
8943,29332634,0,1,Sol,Centro,Private room in apartment,Private room,1.0,1.0,80.0,0,4,3,0.13,1.5
8944,29348826,1,1,Acacias,Arganzuela,Entire apartment,Entire home/apt,3.0,3.0,100.0,0,45,3,1.5,1.0
8945,29351219,0,1,Justicia,Centro,Entire apartment,Entire home/apt,2.0,2.0,67.0,365,38,12,1.25,1.0
8946,29351395,1,1,Trafalgar,Chamberí,Entire apartment,Entire home/apt,1.0,1.0,86.0,0,41,1,1.4,1.0
8948,29355841,1,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,71.0,337,62,3,2.06,1.0
8949,29356361,1,0,Peñagrande,Fuencarral - El Pardo,Private room in apartment,Private room,1.0,2.0,25.0,0,32,2,1.06,2.0
8950,29357656,0,1,Gaztambide,Chamberí,Entire apartment,Entire home/apt,2.0,3.0,152.0,273,17,1,0.58,1.0
8951,29364855,1,1,Palacio,Centro,Entire loft,Entire home/apt,2.0,2.0,118.0,170,82,3,2.71,1.0
8953,29369390,0,1,Cortes,Centro,Room in boutique hotel,Hotel room,1.0,3.0,58.0,363,2,7,0.07,1.0
8954,29373862,0,1,El Plantío,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,0.0,41.0,1,7,1,0.25,1.0
8955,29377916,0,0,Rejas,San Blas - Canillejas,Entire condominium,Entire home/apt,1.0,1.0,65.0,0,1,1,0.03,1.0
8957,29386552,0,1,Palacio,Centro,Entire apartment,Entire home/apt,3.0,5.0,188.0,143,71,2,2.42,2.0
8958,29386807,1,1,Pinar del Rey,Hortaleza,Entire apartment,Entire home/apt,1.0,3.0,69.0,63,12,7,0.4,1.0
8959,29388403,1,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,19.0,86,101,1,3.36,1.0
8961,29399279,1,1,Portazgo,Puente de Vallecas,Private room in house,Private room,1.0,1.0,40.0,365,35,1,1.17,1.0
8962,29401191,1,1,Los Rosales,Villaverde,Private room in apartment,Private room,1.0,1.0,14.0,30,31,2,1.03,2.0
8963,29409174,1,1,Hellín,San Blas - Canillejas,Private room in apartment,Private room,1.0,1.0,15.0,30,8,3,0.27,1.0
8964,29409648,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,4.0,102.0,187,99,59,3.3,1.0
8965,29418433,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,38.0,0,24,5,0.8,1.0
8966,29428186,0,0,Valverde,Fuencarral - El Pardo,Private room in condominium,Private room,1.0,1.0,50.0,179,26,1,0.87,1.0
8967,29428677,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,34.0,333,132,5,4.39,1.0
8968,29433511,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,15.0,0,17,5,0.57,1.0
8969,29434390,0,0,Estrella,Retiro,Private room in apartment,Private room,1.0,1.0,30.0,179,3,1,0.13,1.0
8970,29436852,0,0,San Diego,Puente de Vallecas,Private room in apartment,Private room,1.0,1.0,21.0,0,14,3,0.47,1.0
8971,29447368,1,1,Casa de Campo,Moncloa - Aravaca,Entire apartment,Entire home/apt,3.0,5.0,40.0,86,150,2,4.98,1.0
8972,29448040,0,1,Ciudad Jardín,Chamartín,Entire condominium,Entire home/apt,1.0,1.0,70.0,0,4,2,0.14,1.0
8974,29456077,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,51.0,0,78,1,2.73,1.0
8975,29472582,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,58.0,104,41,1,1.4,1.0
8976,29473387,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,64.0,305,26,12,0.87,1.0
8977,29473772,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,74.0,300,39,12,1.31,1.0
8978,29474108,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,67.0,305,30,12,1.01,1.0
8979,29474110,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,69.0,305,27,12,1.0,1.0
8980,29474507,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,77.0,304,38,12,1.28,1.0
8981,29474661,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,80.0,288,21,12,0.71,1.0
8982,29474792,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,99.0,102,24,12,0.84,2.0
8983,29474954,1,1,Cortes,Centro,Entire loft,Entire home/apt,1.0,1.0,119.0,0,109,1,3.63,1.5
8985,29475013,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,119.0,304,16,12,0.56,2.5
8986,29476926,0,1,Chopera,Arganzuela,Private room in apartment,Private room,1.0,1.0,35.0,0,4,1,0.13,1.0
8987,29476941,1,1,Puerta del Angel,Latina,Entire apartment,Entire home/apt,1.0,1.0,33.0,117,125,2,4.16,1.0
8988,29485547,1,1,Cuatro Caminos,Tetuán,Entire apartment,Entire home/apt,2.0,5.0,68.0,34,100,1,3.35,2.0
8989,29488480,1,0,Casco Histórico de Vallecas,Villa de Vallecas,Private room in apartment,Private room,1.0,1.0,22.0,90,47,1,1.56,1.0
8990,29496685,0,1,Goya,Salamanca,Private room in house,Private room,1.0,1.0,50.0,89,12,1,0.48,1.5
8992,29508127,0,1,Estrella,Retiro,Entire apartment,Entire home/apt,3.0,4.0,120.0,218,11,1,0.38,1.0
8993,29508656,0,1,Cuatro Caminos,Tetuán,Entire condominium,Entire home/apt,1.0,2.0,79.0,318,20,1,0.67,1.0
8994,29509936,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,2.0,80.0,0,50,2,1.66,1.0
8995,29510774,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,2.0,62.0,108,29,12,0.97,1.0
8996,29516650,0,0,San Diego,Puente de Vallecas,Private room in apartment,Private room,3.0,3.0,18.0,0,21,2,0.71,1.0
8997,29525618,1,0,Chopera,Arganzuela,Private room in house,Private room,1.0,2.0,33.0,89,54,1,1.81,1.0
8998,29526500,0,0,Apostol Santiago,Hortaleza,Entire condominium,Entire home/apt,1.0,2.0,61.0,59,16,1,0.54,1.0
8999,29526659,1,0,Simancas,San Blas - Canillejas,Entire condominium,Entire home/apt,2.0,3.0,80.0,363,15,1,0.5,2.0
